아파트,법정동,전용면적,거래금액,건축년도,층,거래년,거래월,거래일
연수대우.삼환,동춘동,90.18,"40,000",1994,8,2024,2,24
송도더샵센트럴시티,송도동,72.99,"71,000",2018,3,2024,2,24
대동,연수동,52.14,"26,600",1993,2,2024,2,25
송도더샵하버뷰(D14),송도동,101.454,"95,000",2011,18,2024,2,27
성호,청학동,84.02,"37,900",1993,1,2024,2,24
송도풍림아이원1단지,송도동,114.7008,"65,700",2005,10,2024,2,13
뉴서울,선학동,84.53,"29,000",1992,9,2024,2,16
더샵그린워크2차,송도동,84.3408,"75,000",2014,21,2024,2,19
현대1,동춘동,84.97,"46,000",1993,2,2024,2,16
더샵송도마리나베이,송도동,84.916,"77,000",2020,4,2024,2,24
동춘마을,동춘동,59.36,"26,000",1994,2,2024,2,24
송도파크자이,동춘동,76.9835,"50,000",2019,22,2024,2,27
현대4,옥련동,84.6,"35,400",1997,9,2024,2,29
송도캐슬&해모로,송도동,84.4024,"63,000",2013,19,2024,2,17
서해그랑블포레스트,동춘동,59.8632,"38,500",2019,10,2024,2,19
e편한세상송도,송도동,84.4163,"64,000",2018,19,2024,2,19
송도오션파크베르디움,송도동,84.847,"64,700",2020,9,2024,2,17
송도오션파크베르디움,송도동,84.847,"60,000",2020,3,2024,2,16
우성,옥련동,59.929,"22,000",1996,2,2024,2,29
송도오션파크베르디움,송도동,84.795,"61,700",2020,3,2024,2,25
풍림2,동춘동,84.22,"37,000",1993,2,2024,2,24
원흥,옥련동,84.63,"26,500",1994,9,2024,2,14
송도웰카운티4단지,송도동,101.8,"79,000",2010,15,2024,2,20
송도더샵그린애비뉴7단지,송도동,84.992,"79,000",2012,10,2024,2,20
영남,연수동,84.94,"26,000",1992,6,2024,2,24
우성2,연수동,59.59,"33,800",1994,23,2024,2,16
e편한세상송도,송도동,70.5618,"56,800",2018,11,2024,2,26
송도SKVIEW,송도동,84.8146,"72,000",2019,11,2024,2,29
무지개마을,동춘동,59.76,"29,000",1995,4,2024,2,24
글로벌캠퍼스푸르지오,송도동,115.98,"82,200",2013,2,2024,2,29
영남,연수동,84.94,"30,000",1992,4,2024,2,17
동춘마을,동춘동,59.36,"26,000",1994,2,2024,2,24
롯데캐슬캠퍼스타운,송도동,84.578,"85,000",2016,8,2024,2,27
더샵퍼스트월드,송도동,147.358,"135,000",2009,10,2024,2,22
랜드마크시티센트럴더샵,송도동,95.8548,"77,000",2020,38,2024,2,22
하나타운1,청학동,84.905,"37,000",1995,9,2024,2,20
동춘마을,동춘동,59.36,"23,000",1994,5,2024,2,26
송도오션파크베르디움,송도동,84.847,"64,000",2020,5,2024,2,14
우성1,연수동,160.03,"55,000",1994,11,2024,2,9
e편한세상송도,송도동,84.4163,"69,000",2018,28,2024,2,18
영남송도,옥련동,49.77,"30,700",1984,3,2024,2,28
영남송도,옥련동,49.77,"30,400",1984,4,2024,2,28
더샵그린스퀘어,송도동,115.7688,"96,000",2014,20,2024,2,26
건영,동춘동,73.66,"27,700",1994,4,2024,2,17
연수서해그랑블1단지,동춘동,70.75,"42,000",2017,6,2024,2,29
대림3,동춘동,53.01,"20,500",1993,2,2024,2,24
시대,청학동,49.585,"21,500",1994,11,2024,2,17
아주,선학동,84.06,"27,000",1992,12,2024,2,13
"승기마을,연수1차시영",연수동,26.82,"13,000",1992,13,2024,2,27
백산,옥련동,59.76,"17,000",1994,12,2024,2,16
금호타운,선학동,101.88,"41,900",1992,7,2024,2,14
풍림1,연수동,69.74,"29,600",1992,12,2024,2,22
대림3,동춘동,53.01,"20,000",1993,4,2024,2,19
송도아메리칸타운아이파크,송도동,64.168,"61,500",2018,28,2024,2,25
송도더샵센트럴시티,송도동,59.97,"63,000",2018,31,2024,2,15
연수주공2차,연수동,49.94,"18,500",1992,4,2024,2,24
우성2,연수동,40.5,"21,600",1994,15,2024,2,27
송도더샵센트럴시티,송도동,59.99,"59,800",2018,21,2024,2,13
대동,선학동,84.4,"24,700",1992,1,2024,2,15
건영,동춘동,84.945,"35,200",1994,2,2024,2,16
e편한세상송도,송도동,70.5618,"57,000",2018,25,2024,2,17
연수서해그랑블5단지,동춘동,53.5854,"28,060",2019,3,2024,2,27
연수주공2차,연수동,41.3,"16,500",1992,11,2024,2,3
송도더샵그린워크3차(18-1블럭),송도동,84.73,"82,000",2015,31,2024,2,16
현대4,옥련동,59.985,"26,100",1997,12,2024,2,18
유천,연수동,60.07,"25,000",1993,1,2024,2,16
연수서해그랑블1단지,동춘동,70.75,"41,700",2017,2,2024,2,21
하나타운1,청학동,84.905,"32,800",1995,7,2024,2,19
연수서해그랑블1단지,동춘동,70.77,"43,800",2017,6,2024,2,27
송도오션파크베르디움,송도동,84.847,"66,000",2020,48,2024,2,17
동남,동춘동,52.14,"21,500",1994,12,2024,2,24
더샵그린워크1차,송도동,101.9294,"84,800",2014,3,2024,2,26
건영,동춘동,84.945,"30,500",1994,5,2024,2,24
영남,연수동,84.94,"33,500",1992,3,2024,2,23
송도더샵그린워크3차(18-1블럭),송도동,84.89,"85,000",2015,22,2024,2,8
뉴서울,선학동,126.89,"39,500",1992,2,2024,2,23
더샵엑스포9단지,송도동,113.7554,"87,000",2009,7,2024,2,14
더샵그린스퀘어,송도동,84.8669,"71,000",2014,2,2024,2,29
베르디움더퍼스트,송도동,63.9487,"59,000",2017,5,2024,2,16
더샵그린워크1차,송도동,84.3408,"71,200",2014,4,2024,2,17
랜드마크시티센트럴더샵,송도동,84.9999,"64,000",2020,26,2024,2,8
풍림1,연수동,84.96,"32,000",1992,3,2024,2,8
건영,동춘동,84.945,"36,800",1994,2,2024,2,18
송도웰카운티3단지,송도동,84.91,"70,000",2010,7,2024,2,23
서해,옥련동,59.885,"22,000",1995,4,2024,2,9
현대1,옥련동,84.6,"27,500",1994,16,2024,2,24
더샵송도마리나베이,송도동,74.8994,"64,750",2020,25,2024,2,4
송도더샵마스터뷰22BL,송도동,84.92,"83,800",2015,18,2024,2,25
송도오션파크베르디움,송도동,84.9128,"63,500",2020,14,2024,2,27
"승기마을,연수1차시영",연수동,26.82,"11,500",1992,1,2024,2,16
베르디움더퍼스트,송도동,74.5812,"63,000",2017,18,2024,2,24
송도더샵센트럴시티,송도동,59.97,"62,000",2018,17,2024,2,17
호반써밋송도,송도동,101.9864,"65,000",2023,39,2024,2,14
글로벌캠퍼스푸르지오,송도동,101.99,"79,000",2013,23,2024,2,23
송도더샵하버뷰(D14),송도동,101.965,"97,000",2011,11,2024,2,6
더샵퍼스트월드,송도동,147.358,"107,000",2009,8,2024,2,3
글로벌캠퍼스푸르지오,송도동,101.99,"85,000",2013,44,2024,2,28
랜드마크시티센트럴더샵,송도동,84.9999,"69,400",2020,10,2024,2,27
송도센트럴파크푸르지오,송도동,96.934,"120,000",2015,29,2024,2,26
e편한세상송도,송도동,70.3826,"50,000",2018,5,2024,2,15
랜드마크시티센트럴더샵,송도동,84.9999,"66,500",2020,29,2024,2,3
송도더샵하버뷰(D14),송도동,101.454,"91,000",2011,14,2024,2,17
더샵퍼스트월드,송도동,116.125,"84,000",2009,16,2024,2,17
송도더샵그린워크3차(18-1블럭),송도동,84.73,"83,000",2015,21,2024,2,15
한양1,동춘동,88.86,"36,000",1994,15,2024,2,21
힐스테이트레이크송도1차,송도동,84.92,"74,000",2019,20,2024,2,17
더샵센트럴파크1,송도동,106.9262,"110,000",2010,18,2024,2,13
e편한세상송도,송도동,70.5618,"58,000",2018,30,2024,2,17
삼용,청학동,84.96,"42,000",1994,12,2024,2,15
대림3,동춘동,53.01,"19,500",1993,1,2024,2,16
동남,동춘동,52.14,"23,400",1994,9,2024,2,26
송도더샵파크애비뉴,송도동,59.94,"84,900",2018,33,2024,2,26
건영,동춘동,84.945,"36,800",1994,2,2024,2,18
송도더샵파크애비뉴,송도동,59.94,"83,000",2018,37,2024,2,19
럭키송도,옥련동,84.765,"30,000",1993,9,2024,2,24
럭키송도,옥련동,84.765,"31,500",1993,16,2024,2,24
성지리벨루스,송도동,84.586,"49,000",2006,1,2024,2,4
현대2차아파트,옥련동,59.985,"28,400",1995,19,2024,2,17
현대2차아파트,옥련동,59.985,"25,500",1995,15,2024,2,14
우성2,연수동,40.5,"22,000",1994,3,2024,2,21
송도아메리칸타운아이파크,송도동,84.4661,"87,500",2018,22,2024,2,8
우성2,연수동,59.59,"36,000",1994,14,2024,2,20
베르디움더퍼스트,송도동,63.9487,"60,000",2017,21,2024,2,16
우성1,연수동,101.97,"45,000",1994,8,2024,2,26
우성2,연수동,84.78,"44,000",1994,18,2024,2,25
랜드마크시티센트럴더샵,송도동,84.7966,"67,500",2020,37,2024,2,16
송도금호어울림,송도동,84.89,"59,500",2005,9,2024,2,24
더샵송도마리나베이,송도동,84.916,"87,000",2020,15,2024,2,14
동남,청학동,39.42,"13,100",1988,4,2024,2,16
e편한세상송도,송도동,70.5618,"55,500",2018,8,2024,2,24
시대,청학동,49.585,"21,600",1994,7,2024,2,18
삼성,옥련동,84.97,"28,900",1996,2,2024,2,6
송도풍림아이원2단지,송도동,84.94,"52,800",2005,2,2024,2,15
송도더샵그린워크3차(18-1블럭),송도동,84.73,"82,000",2015,31,2024,2,16
송도글로벌파크베르디움,송도동,63.9721,"67,500",2017,29,2024,2,18
송도풍림아이원2단지,송도동,84.94,"62,000",2005,15,2024,2,3
송도오션파크베르디움,송도동,75.9833,"59,000",2020,23,2024,2,8
랜드마크시티센트럴더샵,송도동,84.9999,"65,000",2020,6,2024,2,9
풍림2,동춘동,45.36,"26,000",1993,1,2024,2,22
더샵그린스퀘어,송도동,84.8669,"75,500",2014,23,2024,2,8
e편한세상송도,송도동,70.2331,"54,000",2018,11,2024,2,5
조흥,동춘동,97.68,"34,200",1997,4,2024,2,5
백산2,옥련동,59.98,"20,000",1997,1,2024,2,14
아주,선학동,84.06,"28,800",1992,13,2024,2,5
송도캐슬&해모로,송도동,84.4433,"61,000",2013,12,2024,2,9
송도한진해모로,송도동,84.9574,"55,000",2006,1,2024,2,7
힐스테이트레이크송도2차,송도동,84.96,"66,000",2020,2,2024,2,6
세경,연수동,36.27,"15,000",1997,8,2024,2,19
송도더샵센트럴시티,송도동,84.97,"83,700",2018,40,2024,2,20
서해,옥련동,59.885,"20,500",1995,1,2024,2,19
효정,연수동,84.95,"33,500",1993,14,2024,2,1
솔밭마을아파트,연수동,49.56,"21,900",1993,10,2024,2,21
글로벌캠퍼스푸르지오,송도동,94.99,"70,000",2013,15,2024,2,14
송도자이하버뷰1단지,송도동,118.602,"109,000",2011,24,2024,2,5
한양2,동춘동,84.97,"39,000",1994,5,2024,2,17
연수대우.삼환,동춘동,90.18,"41,600",1994,4,2024,2,17
더샵송도마리나베이,송도동,84.9766,"71,000",2020,7,2024,2,16
한양1,동춘동,88.86,"36,700",1994,23,2024,2,17
우성1,연수동,101.97,"46,000",1994,9,2024,2,5
동춘마을,동춘동,59.3,"26,500",1994,2,2024,2,19
대동,선학동,84.4,"25,900",1992,9,2024,2,16
송도푸르지오월드마크1단지,송도동,138.274,"75,500",2010,18,2024,2,2
래미안,동춘동,95.76,"37,000",1993,15,2024,2,4
랜드마크시티센트럴더샵,송도동,84.9999,"67,300",2020,8,2024,2,9
현대4,옥련동,59.985,"27,500",1997,11,2024,2,19
연수대우.삼환,동춘동,90.18,"40,000",1994,17,2024,2,17
영남,연수동,84.94,"26,660",1992,5,2024,2,8
송도오션파크베르디움,송도동,84.9128,"64,000",2020,33,2024,2,7
아주1,옥련동,29.7,"13,100",1997,5,2024,2,17
아주1,옥련동,29.7,"12,800",1997,13,2024,2,8
현대4,옥련동,84.6,"31,200",1997,1,2024,2,15
송도오션파크베르디움,송도동,75.9833,"60,000",2020,24,2024,2,5
더샵그린워크1차,송도동,84.3408,"78,800",2014,21,2024,2,13
우성,옥련동,59.929,"23,300",1996,2,2024,2,6
송도더샵센트럴시티,송도동,84.97,"81,000",2018,16,2024,2,3
현대2차아파트,옥련동,59.985,"25,500",1995,3,2024,2,3
송도글로벌파크베르디움,송도동,63.9721,"67,500",2017,9,2024,2,14
대동,동춘동,84.585,"26,000",1994,1,2024,2,19
송도더샵센트럴시티,송도동,72.99,"68,000",2018,41,2024,2,1
송도더샵센트럴시티,송도동,84.97,"80,000",2018,16,2024,2,5
서해,청학동,84.89,"34,600",1993,2,2024,2,1
서해,청학동,84.89,"34,200",1993,3,2024,2,4
무지개마을,동춘동,84.965,"37,900",1995,11,2024,2,7
랜드마크시티센트럴더샵,송도동,84.9999,"65,500",2020,16,2024,2,3
시대,청학동,49.585,"21,800",1994,11,2024,2,6
더샵퍼스트월드,송도동,147.358,"131,000",2009,58,2024,2,3
우성2,연수동,59.59,"33,000",1994,10,2024,2,6
더샵그린워크1차,송도동,84.3408,"76,700",2014,23,2024,2,1
유천,연수동,60.07,"24,200",1993,3,2024,2,13
동남,동춘동,52.14,"18,500",1994,1,2024,2,15
동남,동춘동,52.14,"22,500",1994,9,2024,2,14
송도더샵그린애비뉴8단지,송도동,112.1643,"96,000",2012,21,2024,2,16
주공3,연수동,44.66,"17,600",1993,7,2024,2,12
대동,연수동,52.14,"22,000",1993,1,2024,2,16
영남송도,옥련동,56.16,"18,250",1984,2,2024,2,16
송도더샵그린애비뉴8단지,송도동,112.1643,"105,000",2012,14,2024,2,1
한양2,동춘동,84.97,"38,500",1994,5,2024,2,17
동남,동춘동,52.14,"21,000",1994,5,2024,2,16
시대,청학동,49.585,"21,600",1994,7,2024,2,18
성호,청학동,84.02,"38,000",1993,1,2024,2,15
송도SKVIEW,송도동,84.9753,"74,000",2019,3,2024,2,17
동남,동춘동,52.14,"22,900",1994,8,2024,2,6
송도더샵퍼스트파크F15BL,송도동,84.9,"99,800",2017,4,2024,2,8
송도더샵마스터뷰22BL,송도동,84.92,"80,000",2015,25,2024,2,14
송도오션파크베르디움,송도동,84.795,"64,300",2020,11,2024,2,13
풍림1,연수동,84.81,"34,500",1992,12,2024,2,13
세경,연수동,51.75,"22,000",1997,14,2024,2,14
우주,연수동,84.975,"26,500",1992,2,2024,2,3
연수대우.삼환,동춘동,90.18,"42,000",1994,8,2024,2,5
문남마을,연수동,49.24,"19,500",1994,4,2024,2,12
한국,옥련동,84.566,"26,500",1997,3,2024,2,7
더샵송도마리나베이,송도동,74.9894,"68,500",2020,32,2024,2,8
연수대우.삼환,동춘동,102,"43,500",1994,7,2024,2,13
송도에듀포레푸르지오,송도동,84.852,"81,000",2016,29,2024,2,4
연수서해그랑블1단지,동춘동,84.98,"50,300",2017,9,2024,2,8
청학국민,청학동,52.41,"13,800",1984,5,2024,2,2
풍림,옥련동,44.4,"16,000",1998,8,2024,2,2
송도파크자이,동춘동,84.8904,"54,000",2019,20,2024,2,7
더샵송도프라임뷰25BL,송도동,121.18,"120,000",2021,14,2024,2,1
연수주공2차,연수동,41.3,"16,700",1992,10,2024,2,13
동남,동춘동,52.14,"21,900",1994,7,2024,2,15
세경,연수동,51.75,"22,000",1997,11,2024,2,5
동남,연수동,91.74,"29,500",1994,2,2024,2,3
성일,연수동,39.74,"15,200",1994,11,2024,2,3
성일,연수동,39.74,"16,000",1994,5,2024,2,14
성지리벨루스,송도동,84.914,"51,900",2006,1,2024,2,1
송도더샵퍼스트파크F14BL,송도동,68.96,"56,000",2017,32,2024,2,13
연수대우.삼환,동춘동,90.18,"42,000",1994,12,2024,2,3
연수대우.삼환,동춘동,102,"45,000",1994,11,2024,2,6
e편한세상송도,송도동,70.2331,"52,300",2018,4,2024,2,3
연수서해그랑블1단지,동춘동,70.75,"44,000",2017,6,2024,2,7
e편한세상송도,송도동,70.5618,"53,000",2018,3,2024,2,7
송도파크레인동일하이빌,동춘동,66.947,"43,000",2019,29,2024,2,13
동춘마을,동춘동,59.3,"25,700",1994,4,2024,2,12
아주,동춘동,84.78,"29,000",1994,1,2024,2,7
"승기마을,연수1차시영",연수동,26.82,"12,000",1992,14,2024,2,8
송도글로벌파크베르디움,송도동,63.9721,"69,000",2017,11,2024,2,3
글로벌캠퍼스푸르지오,송도동,84.98,"73,000",2013,24,2024,2,6
우성2,연수동,84.78,"41,000",1994,11,2024,2,5
우성,옥련동,84.692,"31,500",1996,8,2024,2,2
디에트르송도시그니처뷰,송도동,174.0227,"225,000",2023,42,2024,2,7
연수서해그랑블1단지,동춘동,70.75,"42,700",2017,4,2024,2,3
송도풍림아이원1단지,송도동,84.7167,"55,000",2005,4,2024,2,3
송도풍림아이원1단지,송도동,84.7167,"58,000",2005,9,2024,2,5
더샵퍼스트월드,송도동,101.748,"92,000",2009,55,2024,2,3
송도SKVIEW,송도동,84.9753,"76,000",2019,37,2024,2,3
한화포레나인천연수,선학동,84.7127,"52,300",2023,19,2024,2,2
송도SKVIEW,송도동,84.9753,"66,000",2019,21,2024,2,8
힐스테이트레이크송도2차,송도동,84.96,"71,500",2020,20,2024,2,2
글로벌캠퍼스푸르지오,송도동,94.99,"73,000",2013,21,2024,2,2
힐스테이트레이크송도1차,송도동,84.97,"69,300",2019,10,2024,2,1
e편한세상송도,송도동,70.5618,"53,000",2018,3,2024,2,7
e편한세상송도,송도동,70.5618,"55,500",2018,35,2024,2,3
송도SKVIEW,송도동,84.9753,"77,000",2019,38,2024,2,2
송도코오롱더프라우1단지,송도동,134.967,"75,000",2009,5,2024,2,1
송도파크자이,동춘동,76.9835,"48,500",2019,16,2024,2,4
송도더샵센트럴시티,송도동,59.99,"60,000",2018,11,2024,2,3
현대1,동춘동,84.97,"44,000",1993,1,2024,2,2
희영무지개2,선학동,84.98,"31,000",1995,11,2024,2,6
연수서해그랑블1단지,동춘동,84.98,"52,000",2017,13,2024,2,1
뉴서울,선학동,84.53,"30,700",1992,10,2024,2,1
더샵그린워크1차,송도동,84.3408,"74,500",2014,9,2024,2,3
유천,연수동,84.87,"31,000",1993,10,2024,2,2
연수대우.삼환,동춘동,90.18,"40,500",1994,2,2024,2,4
동춘마을,동춘동,59.36,"24,900",1994,1,2024,2,1
솔밭마을아파트,연수동,49.56,"21,000",1993,12,2024,2,1
"승기마을,연수1차시영",연수동,50.67,"19,500",1992,1,2024,2,1
송도웰카운티1단지,송도동,134.99,"51,100",2008,10,2024,2,1
서해,청학동,84.89,"34,300",1993,8,2024,2,1
e편한세상송도,송도동,70.5618,"55,000",2018,7,2024,2,1
대림,동춘동,101.7,"45,000",1993,5,2024,2,1
송도풍림아이원3단지,송도동,84.94,"55,700",2005,5,2024,3,30
e편한세상송도,송도동,70.5618,"58,500",2018,31,2024,3,21
우성2,연수동,84.78,"41,000",1994,16,2024,3,30
송도더샵파크애비뉴,송도동,68.64,"88,800",2018,3,2024,3,29
송도더샵파크애비뉴,송도동,68.64,"88,800",2018,3,2024,3,29
현대1,옥련동,71.265,"23,000",1994,12,2024,3,30
송도캐슬&해모로,송도동,84.4433,"64,700",2013,27,2024,3,28
송도더샵퍼스트파크F13-1BL,송도동,84.9,"100,000",2017,22,2024,3,27
송도동일하이빌파크포레,동춘동,59.9786,"40,000",2019,16,2024,3,25
송도오션파크베르디움,송도동,84.795,"66,500",2020,13,2024,3,28
송도SKVIEW,송도동,84.6541,"74,000",2019,42,2024,3,23
더샵퍼스트월드,송도동,147.358,"80,500",2009,10,2024,3,28
더샵퍼스트월드,송도동,244.585,"420,000",2009,63,2024,3,31
시대,청학동,35.743,"15,000",1994,6,2024,3,23
한양2,동춘동,84.97,"30,000",1994,2,2024,3,29
더샵엑스포9단지,송도동,113.7554,"88,500",2009,6,2024,3,23
백산,옥련동,59.76,"16,600",1994,15,2024,3,21
세경,연수동,51.75,"22,000",1997,9,2024,3,29
"연수타운(금호,동아)",동춘동,101.97,"48,000",1993,4,2024,3,28
송도웰카운티1단지,송도동,101.69,"77,200",2008,5,2024,3,18
풍림2,동춘동,84.22,"40,000",1993,2,2024,3,30
송도SKVIEW,송도동,84.9753,"67,000",2019,2,2024,3,30
우성1,연수동,101.97,"46,700",1994,9,2024,3,30
연수대우.삼환,동춘동,90.18,"43,800",1994,16,2024,3,29
더샵엑스포6단지,송도동,118.2142,"106,000",2009,11,2024,3,21
대우1,연수동,101.76,"38,000",1992,7,2024,3,18
더샵송도센트럴파크Ⅲ,송도동,80.05,"110,000",2022,29,2024,3,31
래미안,동춘동,95.76,"34,000",1993,2,2024,3,31
자이(xi),동춘동,95.55,"36,800",1993,4,2024,3,31
송도파크레인동일하이빌,동춘동,84.9948,"49,000",2019,26,2024,3,20
솔밭마을아파트,연수동,49.56,"22,500",1993,15,2024,3,27
송도더샵퍼스트파크F13-1BL,송도동,68.72,"84,000",2017,43,2024,3,30
현대,청학동,138.65,"42,500",2000,6,2024,3,29
더샵센트럴파크2,송도동,146.5057,"220,000",2011,27,2024,3,21
대동,선학동,73.36,"24,700",1992,11,2024,3,29
힐스테이트레이크송도2차,송도동,84.97,"73,000",2020,36,2024,3,30
세경,연수동,51.75,"22,000",1997,10,2024,3,27
롯데캐슬캠퍼스타운,송도동,59.9715,"62,500",2016,10,2024,3,18
대동,연수동,52.14,"26,300",1993,15,2024,3,22
우성2,연수동,84.78,"40,300",1994,23,2024,3,20
태산,연수동,84.56,"35,400",1993,13,2024,3,21
한국,옥련동,59.986,"24,500",1997,18,2024,3,30
현대4,옥련동,84.6,"38,100",1997,16,2024,3,26
