아파트,법정동,전용면적,거래금액,건축년도,층,거래년,거래월,거래일,거래금액_숫자,전용면적_숫자,층_숫자,건축년도_숫자,평수,평당가격,건물연령,거래일자
우성2,연수동,84.78,"41,000",1994,16,2024,3,30,41000.0,84.78,16,1994,25.64595,1598.6929710149166,30,2024-03-30
송도더샵파크애비뉴,송도동,68.64,"88,800",2018,3,2024,3,29,88800.0,68.64,3,2018,20.7636,4276.715020516674,6,2024-03-29
송도더샵파크애비뉴,송도동,68.64,"88,800",2018,3,2024,3,29,88800.0,68.64,3,2018,20.7636,4276.715020516674,6,2024-03-29
현대1,옥련동,71.265,"23,000",1994,12,2024,3,30,23000.0,71.265,12,1994,21.5576625,1066.9060247139503,30,2024-03-30
송도캐슬&해모로,송도동,84.4433,"64,700",2013,27,2024,3,28,64700.0,84.4433,27,2013,25.544098249999998,2532.8746924937936,11,2024-03-28
송도더샵퍼스트파크F13-1BL,송도동,84.9,"100,000",2017,22,2024,3,27,100000.0,84.9,22,2017,25.68225,3893.7398397726056,7,2024-03-27
송도동일하이빌파크포레,동춘동,59.9786,"40,000",2019,16,2024,3,25,40000.0,59.9786,16,2019,18.1435265,2204.643072006977,5,2024-03-25
송도오션파크베르디움,송도동,84.795,"66,500",2020,13,2024,3,28,66500.0,84.795,13,2020,25.6504875,2592.5433191084576,4,2024-03-28
송도SKVIEW,송도동,84.6541,"74,000",2019,42,2024,3,23,74000.0,84.6541,42,2019,25.60786525,2889.73716776333,5,2024-03-23
더샵퍼스트월드,송도동,147.358,"80,500",2009,10,2024,3,28,80500.0,147.358,10,2009,44.575795,1805.9128278026226,15,2024-03-28
시대,청학동,35.743,"15,000",1994,6,2024,3,23,15000.0,35.743,6,1994,10.812257500000001,1387.3143513276482,30,2024-03-23
한양2,동춘동,84.97,"30,000",1994,2,2024,3,29,30000.0,84.97,2,1994,25.703425,1167.1596295046284,30,2024-03-29
더샵엑스포9단지,송도동,113.7554,"88,500",2009,6,2024,3,23,88500.0,113.7554,6,2009,34.411008499999994,2571.8513887786817,15,2024-03-23
백산,옥련동,59.76,"16,600",1994,15,2024,3,21,16600.0,59.76,15,1994,18.077399999999997,918.2736455463729,30,2024-03-21
세경,연수동,51.75,"22,000",1997,9,2024,3,29,22000.0,51.75,9,1997,15.654375,1405.3579270970574,27,2024-03-29
"연수타운(금호,동아)",동춘동,101.97,"48,000",1993,4,2024,3,28,48000.0,101.97,4,1993,30.845924999999998,1556.12127047576,31,2024-03-28
송도웰카운티1단지,송도동,101.69,"77,200",2008,5,2024,3,18,77200.0,101.69,5,2008,30.761225,2509.6529803348208,16,2024-03-18
풍림2,동춘동,84.22,"40,000",1993,2,2024,3,30,40000.0,84.22,2,1993,25.47655,1570.0713008629505,31,2024-03-30
송도SKVIEW,송도동,84.9753,"67,000",2019,2,2024,3,30,67000.0,84.9753,2,2019,25.70502825,2606.4939259500716,5,2024-03-30
우성1,연수동,101.97,"46,700",1994,9,2024,3,30,46700.0,101.97,9,1994,30.845924999999998,1513.9763194003747,30,2024-03-30
연수대우.삼환,동춘동,90.18,"43,800",1994,16,2024,3,29,43800.0,90.18,16,1994,27.27945,1605.604218560125,30,2024-03-29
더샵엑스포6단지,송도동,118.2142,"106,000",2009,11,2024,3,21,106000.0,118.2142,11,2009,35.7597955,2964.2227679965335,15,2024-03-21
대우1,연수동,101.76,"38,000",1992,7,2024,3,18,38000.0,101.76,7,1992,30.7824,1234.471646135454,32,2024-03-18
더샵송도센트럴파크Ⅲ,송도동,80.05,"110,000",2022,29,2024,3,31,110000.0,80.05,29,2022,24.215124999999997,4542.615410822782,2,2024-03-31
래미안,동춘동,95.76,"34,000",1993,2,2024,3,31,34000.0,95.76,2,1993,28.9674,1173.733231149499,31,2024-03-31
자이(xi),동춘동,95.55,"36,800",1993,4,2024,3,31,36800.0,95.55,4,1993,28.903875,1273.1856887701044,31,2024-03-31
송도파크레인동일하이빌,동춘동,84.9948,"49,000",2019,26,2024,3,20,49000.0,84.9948,26,2019,25.710926999999998,1905.804485384755,5,2024-03-20
솔밭마을아파트,연수동,49.56,"22,500",1993,15,2024,3,27,22500.0,49.56,15,1993,14.991900000000001,1500.8104376363235,31,2024-03-27
송도더샵퍼스트파크F13-1BL,송도동,68.72,"84,000",2017,43,2024,3,30,84000.0,68.72,43,2017,20.7878,4040.8316416359594,7,2024-03-30
현대,청학동,138.65,"42,500",2000,6,2024,3,29,42500.0,138.65,6,2000,41.941625,1013.3131465459433,24,2024-03-29
대동,선학동,73.36,"24,700",1992,11,2024,3,29,24700.0,73.36,11,1992,22.191399999999998,1113.0437917391423,32,2024-03-29
힐스테이트레이크송도2차,송도동,84.97,"73,000",2020,36,2024,3,30,73000.0,84.97,36,2020,25.703425,2840.0884317945956,4,2024-03-30
세경,연수동,51.75,"22,000",1997,10,2024,3,27,22000.0,51.75,10,1997,15.654375,1405.3579270970574,27,2024-03-27
롯데캐슬캠퍼스타운,송도동,59.9715,"62,500",2016,10,2024,3,18,62500.0,59.9715,10,2016,18.141378749999998,3445.1626230448446,8,2024-03-18
대동,연수동,52.14,"26,300",1993,15,2024,3,22,26300.0,52.14,15,1993,15.77235,1667.475043351181,31,2024-03-22
우성2,연수동,84.78,"40,300",1994,23,2024,3,20,40300.0,84.78,23,1994,25.64595,1571.3982129731985,30,2024-03-20
태산,연수동,84.56,"35,400",1993,13,2024,3,21,35400.0,84.56,13,1993,25.5794,1383.9261280561702,31,2024-03-21
한국,옥련동,59.986,"24,500",1997,18,2024,3,30,24500.0,59.986,18,1997,18.145764999999997,1350.1773003232436,27,2024-03-30
현대4,옥련동,84.6,"38,100",1997,16,2024,3,26,38100.0,84.6,16,1997,25.591499999999996,1488.7755700134812,27,2024-03-26
송도코오롱더프라우1단지,송도동,134.967,"74,000",2009,15,2024,3,25,74000.0,134.967,15,2009,40.827517500000006,1812.5030501793303,15,2024-03-25
영남,연수동,84.8,"31,700",1992,3,2024,3,23,31700.0,84.8,3,1992,25.651999999999997,1235.7710899734914,32,2024-03-23
베르디움더퍼스트,송도동,63.9487,"60,000",2017,19,2024,3,25,60000.0,63.9487,19,2017,19.34448175,3101.659727844609,7,2024-03-25
주공3,연수동,44.66,"18,000",1993,4,2024,3,23,18000.0,44.66,4,1993,13.509649999999999,1332.3809277072316,31,2024-03-23
동남,연수동,91.74,"36,000",1994,3,2024,3,19,36000.0,91.74,3,1994,27.75135,1297.2341886070408,30,2024-03-19
태산,연수동,84.56,"30,000",1993,13,2024,3,25,30000.0,84.56,13,1993,25.5794,1172.8187525899748,31,2024-03-25
더샵그린워크2차,송도동,117.8951,"99,000",2014,32,2024,3,28,99000.0,117.8951,32,2014,35.663267749999996,2775.965475008947,10,2024-03-28
금호타운,선학동,84.9,"37,000",1992,18,2024,3,29,37000.0,84.9,18,1992,25.68225,1440.6837407158641,32,2024-03-29
대우3,동춘동,99.9595,"35,000",1993,4,2024,3,26,35000.0,99.9595,4,1993,30.23774875,1157.4935782876362,31,2024-03-26
연수주공2차,연수동,49.94,"18,700",1992,14,2024,3,21,18700.0,49.94,14,1992,15.10685,1237.8490552299122,32,2024-03-21
더샵송도마리나베이,송도동,84.2262,"69,000",2020,19,2024,3,24,69000.0,84.2262,19,2020,25.4784255,2708.173627134063,4,2024-03-24
연수대우.삼환,동춘동,90.18,"40,000",1994,8,2024,3,24,40000.0,90.18,8,1994,27.27945,1466.3052224293378,30,2024-03-24
송도SKVIEW,송도동,84.9753,"71,000",2019,34,2024,3,26,71000.0,84.9753,34,2019,25.70502825,2762.1055036187327,5,2024-03-26
송도파크자이,동춘동,84.8904,"54,800",2019,24,2024,3,27,54800.0,84.8904,24,2019,25.679346,2134.0107337624563,5,2024-03-27
현대1,옥련동,71.265,"22,500",1994,10,2024,3,23,22500.0,71.265,10,1994,21.5576625,1043.7124154810383,30,2024-03-23
동남,연수동,91.74,"35,000",1994,15,2024,3,27,35000.0,91.74,15,1994,27.75135,1261.1999055901786,30,2024-03-27
대우1,연수동,101.76,"36,700",1992,4,2024,3,22,36700.0,101.76,4,1992,30.7824,1192.2397213992413,32,2024-03-22
더샵그린워크2차,송도동,117.8951,"99,000",2014,32,2024,3,28,99000.0,117.8951,32,2014,35.663267749999996,2775.965475008947,10,2024-03-28
송도더샵그린애비뉴8단지,송도동,101.8106,"87,000",2012,9,2024,3,21,87000.0,101.8106,9,2012,30.797706499999997,2824.8856777695446,12,2024-03-21
더샵송도프라임뷰25BL,송도동,121.18,"126,700",2021,11,2024,3,31,126700.0,121.18,11,2021,36.65695,3456.370483632708,3,2024-03-31
자이(xi),동춘동,119.4,"47,500",1993,6,2024,3,25,47500.0,119.4,6,1993,36.1185,1315.1155225161622,31,2024-03-25
한양2,동춘동,84.97,"41,000",1994,1,2024,3,24,41000.0,84.97,1,1994,25.703425,1595.118160322992,30,2024-03-24
글로벌캠퍼스푸르지오,송도동,115.98,"95,000",2013,34,2024,3,30,95000.0,115.98,34,2013,35.08395,2707.7908844357603,11,2024-03-30
현대1,옥련동,71.265,"22,300",1994,8,2024,3,30,22300.0,71.265,8,1994,21.5576625,1034.4349717878736,30,2024-03-30
더샵송도프라임뷰25BL,송도동,107.6,"112,000",2021,16,2024,3,31,112000.0,107.6,16,2021,32.549,3440.9659282927278,3,2024-03-31
더샵그린워크1차,송도동,59.9201,"62,000",2014,14,2024,3,27,62000.0,59.9201,14,2014,18.12583025,3420.5329711724517,10,2024-03-27
성호,청학동,84.02,"38,500",1993,2,2024,3,25,38500.0,84.02,2,1993,25.41605,1514.790850663262,31,2024-03-25
송도더샵하버뷰(D13),송도동,120.312,"134,000",2011,13,2024,3,23,134000.0,120.312,13,2011,36.39438,3681.8871485102923,13,2024-03-23
송도더샵퍼스트파크F13-1BL,송도동,68.96,"83,000",2017,13,2024,3,19,83000.0,68.96,13,2017,20.8604,3978.8307031504673,7,2024-03-19
더샵엑스포9단지,송도동,84.9871,"75,000",2009,11,2024,3,18,75000.0,84.9871,11,2009,25.70859775,2917.311972023056,15,2024-03-18
랜드마크시티센트럴더샵,송도동,84.9999,"67,000",2020,24,2024,3,22,67000.0,84.9999,24,2020,25.712469749999997,2605.7395750557957,4,2024-03-22
대우1,연수동,101.76,"40,000",1992,8,2024,3,17,40000.0,101.76,8,1992,30.7824,1299.4438380373201,32,2024-03-17
풍림1,연수동,84.81,"31,000",1992,15,2024,3,16,31000.0,84.81,15,1992,25.655025,1208.340276417583,32,2024-03-16
송도파크레인동일하이빌,동춘동,74.2443,"40,000",2019,11,2024,3,25,40000.0,74.2443,11,2019,22.458900749999998,1781.0310684951935,5,2024-03-25
"승기마을,연수1차시영",연수동,26.82,"10,400",1992,1,2024,3,31,10400.0,26.82,1,1992,8.11305,1281.8853575412454,32,2024-03-31
우성,옥련동,59.929,"22,500",1996,3,2024,3,22,22500.0,59.929,3,1996,18.1285225,1241.1381015744664,28,2024-03-22
롯데캐슬,송도동,84.9966,"74,300",2012,7,2024,3,21,74300.0,84.9966,7,2012,25.7114715,2889.760704672232,12,2024-03-21
더샵센트럴파크1,송도동,96.318,"80,800",2010,30,2024,3,13,80800.0,96.318,30,2010,29.136194999999997,2773.1829773928957,14,2024-03-13
대동,연수동,52.14,"28,400",1993,11,2024,3,21,28400.0,52.14,11,1993,15.77235,1800.6194384476632,31,2024-03-21
연수대우.삼환,동춘동,90.18,"40,000",1994,18,2024,3,23,40000.0,90.18,18,1994,27.27945,1466.3052224293378,30,2024-03-23
글로벌캠퍼스푸르지오,송도동,115.93,"84,500",2013,20,2024,3,13,84500.0,115.93,20,2013,35.068825000000004,2409.5475112154454,11,2024-03-13
송도더샵하버뷰(D14),송도동,134.305,"125,000",2011,11,2024,3,27,125000.0,134.305,11,2011,40.6272625,3076.7517255192865,13,2024-03-27
송도더샵마스터뷰21BL,송도동,84.98,"85,000",2015,28,2024,3,22,85000.0,84.98,28,2015,25.70645,3306.563138823136,9,2024-03-22
동춘마을,동춘동,59.3,"26,400",1994,2,2024,3,30,26400.0,59.3,2,1994,17.93825,1471.715468342787,30,2024-03-30
송도오션파크베르디움,송도동,84.9128,"65,000",2020,26,2024,3,21,65000.0,84.9128,26,2020,25.686122,2530.549376040494,4,2024-03-21
송도아메리칸타운아이파크,송도동,64.168,"66,000",2018,15,2024,3,20,66000.0,64.168,15,2018,19.41082,3400.1654747197695,6,2024-03-20
힐스테이트레이크송도3차,송도동,99.1,"85,149",2023,10,2024,3,16,85149.0,99.1,10,2023,29.977749999999997,2840.4066349209,1,2024-03-16
건영,동춘동,84.945,"34,500",1994,5,2024,3,9,34500.0,84.945,5,1994,25.695862499999997,1342.6286041186593,30,2024-03-09
글로벌캠퍼스푸르지오,송도동,115.93,"84,500",2013,20,2024,3,13,84500.0,115.93,20,2013,35.068825000000004,2409.5475112154454,11,2024-03-13
대동,연수동,52.14,"26,500",1993,7,2024,3,30,26500.0,52.14,7,1993,15.77235,1680.1554619317985,31,2024-03-30
풍림,옥련동,44.4,"18,000",1998,10,2024,3,22,18000.0,44.4,10,1998,13.431,1340.1831583649766,26,2024-03-22
송도아메리칸타운아이파크,송도동,84.4661,"82,000",2018,27,2024,3,14,82000.0,84.4661,27,2018,25.55099525,3209.268335643403,6,2024-03-14
e편한세상송도,송도동,70.5618,"54,000",2018,30,2024,3,25,54000.0,70.5618,30,2018,21.3449445,2529.8730572946674,6,2024-03-25
글로벌캠퍼스푸르지오,송도동,115.98,"85,000",2013,6,2024,3,18,85000.0,115.98,6,2013,35.08395,2422.76026502147,11,2024-03-18
랜드마크시티센트럴더샵,송도동,84.9999,"67,000",2020,24,2024,3,22,67000.0,84.9999,24,2020,25.712469749999997,2605.7395750557957,4,2024-03-22
대동,선학동,84.4,"28,400",1992,3,2024,3,16,28400.0,84.4,3,1992,25.531000000000002,1112.3731933727624,32,2024-03-16
글로벌캠퍼스푸르지오,송도동,84.98,"72,000",2013,39,2024,3,30,72000.0,84.98,39,2013,25.70645,2800.853482297244,11,2024-03-30
랜드마크시티센트럴더샵,송도동,84.9999,"67,800",2020,8,2024,3,29,67800.0,84.9999,8,2020,25.712469749999997,2636.852883414671,4,2024-03-29
해모로월드뷰,송도동,113.9066,"90,000",2012,17,2024,3,22,90000.0,113.9066,17,2012,34.4567465,2611.9703437467606,12,2024-03-22
송도더샵그린워크3차(17-1블럭),송도동,84.73,"75,000",2015,24,2024,3,21,75000.0,84.73,24,2015,25.630825,2926.164101233573,9,2024-03-21
우성2,연수동,40.5,"19,800",1994,21,2024,3,17,19800.0,40.5,21,1994,12.251249999999999,1616.1616161616164,30,2024-03-17
우성2,연수동,59.59,"32,200",1994,4,2024,3,31,32200.0,59.59,4,1994,18.025975,1786.3111426705075,30,2024-03-31
우성2,연수동,59.59,"35,600",1994,13,2024,3,30,35600.0,59.59,13,1994,18.025975,1974.927847176089,30,2024-03-30
글로벌캠퍼스푸르지오,송도동,101.98,"78,500",2013,16,2024,3,28,78500.0,101.98,16,2013,30.84895,2544.6571115062266,11,2024-03-28
송도아메리칸타운아이파크,송도동,64.168,"63,000",2018,45,2024,3,16,63000.0,64.168,45,2018,19.41082,3245.6124985961437,6,2024-03-16
송도더샵그린애비뉴8단지,송도동,101.8106,"87,000",2012,9,2024,3,21,87000.0,101.8106,9,2012,30.797706499999997,2824.8856777695446,12,2024-03-21
송도오션파크베르디움,송도동,75.9833,"59,700",2020,23,2024,3,26,59700.0,75.9833,23,2020,22.98494825,2597.351943135221,4,2024-03-26
동남,동춘동,52.14,"22,300",1994,10,2024,3,28,22300.0,52.14,10,1994,15.77235,1413.8666717388342,30,2024-03-28
송도캐슬&해모로,송도동,84.4691,"62,500",2013,31,2024,3,13,62500.0,84.4691,31,2013,25.55190275,2446.0017953066135,11,2024-03-13
우성2,연수동,84.78,"41,000",1994,16,2024,3,30,41000.0,84.78,16,1994,25.64595,1598.6929710149166,30,2024-03-30
대동,연수동,75.12,"33,800",1993,2,2024,3,28,33800.0,75.12,2,1993,22.7238,1487.427278888214,31,2024-03-28
우성1,연수동,101.97,"45,500",1994,17,2024,3,28,45500.0,101.97,17,1994,30.845924999999998,1475.0732876384807,30,2024-03-28
송도파크자이,동춘동,84.8904,"53,000",2019,7,2024,3,30,53000.0,84.8904,7,2019,25.679346,2063.915490682668,5,2024-03-30
송도파크자이,동춘동,76.9835,"49,000",2019,7,2024,3,30,49000.0,76.9835,7,2019,23.28750875,2104.13232802328,5,2024-03-30
송도오션파크베르디움,송도동,84.847,"64,000",2020,25,2024,3,16,64000.0,84.847,25,2020,25.6662175,2493.5501306337796,4,2024-03-16
럭키송도,옥련동,134.94,"40,500",1993,5,2024,3,11,40500.0,134.94,5,1993,40.81935,992.1765045254273,31,2024-03-11
우성1,연수동,131.93,"53,500",1994,14,2024,3,16,53500.0,131.93,14,1994,39.908825,1340.5556289868218,30,2024-03-16
베르디움더퍼스트,송도동,84.9572,"66,500",2017,9,2024,3,11,66500.0,84.9572,9,2017,25.699552999999998,2587.59364413848,7,2024-03-11
서해,옥련동,84.855,"25,200",1995,3,2024,3,19,25200.0,84.855,3,1995,25.6686375,981.7427979961928,29,2024-03-19
e편한세상송도,송도동,70.5618,"50,000",2018,16,2024,3,23,50000.0,70.5618,16,2018,21.3449445,2342.475053050618,6,2024-03-23
한양1,동춘동,88.86,"42,700",1994,10,2024,3,30,42700.0,88.86,10,1994,26.88015,1588.5328020862978,30,2024-03-30
랜드마크시티센트럴더샵,송도동,84.7966,"67,000",2020,35,2024,3,22,67000.0,84.7966,35,2020,25.650971499999997,2611.9868403424803,4,2024-03-22
송도더샵센트럴시티,송도동,59.99,"58,800",2018,8,2024,3,30,58800.0,59.99,8,2018,18.146975,3240.2094563970027,6,2024-03-30
우성2,연수동,84.78,"40,300",1994,23,2024,3,20,40300.0,84.78,23,1994,25.64595,1571.3982129731985,30,2024-03-20
랜드마크시티센트럴더샵,송도동,84.9999,"69,500",2020,29,2024,3,22,69500.0,84.9999,29,2020,25.712469749999997,2702.968663677281,4,2024-03-22
영남,연수동,84.94,"31,450",1992,3,2024,3,23,31450.0,84.94,3,1992,25.69435,1224.004499043564,32,2024-03-23
인천송도힐스테이트4단지,송도동,142.1275,"80,500",2011,16,2024,3,13,80500.0,142.1275,16,2011,42.99356875,1872.3730627734874,13,2024-03-13
우성2,연수동,59.59,"33,700",1994,14,2024,3,25,33700.0,59.59,14,1994,18.025975,1869.524394658264,30,2024-03-25
송도풍림아이원3단지,송도동,84.94,"49,000",2005,5,2024,3,25,49000.0,84.94,5,2005,25.69435,1907.0340366656483,19,2024-03-25
송도아메리칸타운아이파크,송도동,84.4661,"81,000",2018,28,2024,3,12,81000.0,84.4661,28,2018,25.55099525,3170.1309169160445,6,2024-03-12
더샵그린워크2차,송도동,84.9859,"74,500",2014,8,2024,3,16,74500.0,84.9859,8,2014,25.70823475,2897.904143340686,10,2024-03-16
송도더샵파크애비뉴,송도동,59.94,"83,000",2018,38,2024,3,9,83000.0,59.94,38,2018,18.13185,4577.580335156093,6,2024-03-09
연수대우.삼환,동춘동,102.0,"47,500",1994,19,2024,3,14,47500.0,102.0,19,1994,30.855,1539.4587587100955,30,2024-03-14
백산,옥련동,59.76,"18,100",1994,15,2024,3,11,18100.0,59.76,15,1994,18.077399999999997,1001.250179782491,30,2024-03-11
송도더샵하버뷰(D13),송도동,116.316,"125,000",2011,13,2024,3,30,125000.0,116.316,13,2011,35.18559,3552.59070545641,13,2024-03-30
송도에듀포레푸르지오,송도동,59.941,"57,800",2016,32,2024,3,30,57800.0,59.941,32,2016,18.1321525,3187.707581877,8,2024-03-30
힐스테이트레이크송도2차,송도동,84.97,"68,000",2020,6,2024,3,23,68000.0,84.97,6,2020,25.703425,2645.5618268771573,4,2024-03-23
송도더샵마스터뷰21BL,송도동,84.98,"83,000",2015,25,2024,3,16,83000.0,84.98,25,2015,25.70645,3228.7616532037678,9,2024-03-16
송도더샵센트럴시티,송도동,59.99,"60,000",2018,21,2024,3,16,60000.0,59.99,21,2018,18.146975,3306.3361799969416,6,2024-03-16
무지개마을,동춘동,59.76,"28,000",1995,11,2024,3,23,28000.0,59.76,11,1995,18.077399999999997,1548.89530574087,29,2024-03-23
더샵그린워크1차,송도동,84.8682,"78,000",2014,19,2024,3,29,78000.0,84.8682,19,2014,25.6726305,3038.255078691683,10,2024-03-29
한양1,동춘동,101.9,"51,000",1994,15,2024,3,17,51000.0,101.9,15,1994,30.82475,1654.5146351551919,30,2024-03-17
송도파크자이,동춘동,84.8904,"55,000",2019,17,2024,3,26,55000.0,84.8904,17,2019,25.679346,2141.799094104655,5,2024-03-26
송도글로벌파크베르디움,송도동,84.9599,"82,000",2017,2,2024,3,17,82000.0,84.9599,2,2017,25.70036975,3190.6155747039397,7,2024-03-17
송도더샵그린애비뉴8단지,송도동,101.9444,"82,000",2012,11,2024,3,14,82000.0,101.9444,11,2012,30.838181,2659.0414006584892,12,2024-03-14
백산,옥련동,59.76,"16,200",1994,5,2024,3,9,16200.0,59.76,5,1994,18.077399999999997,896.1465697500748,30,2024-03-09
송도한진해모로,송도동,123.1909,"74,000",2006,14,2024,3,22,74000.0,123.1909,14,2006,37.26524725,1985.764363873904,18,2024-03-22
옥련2우성,옥련동,84.74,"38,600",2002,17,2024,3,15,38600.0,84.74,17,2002,25.63385,1505.821404119943,22,2024-03-15
더샵송도마리나베이,송도동,84.9738,"69,500",2020,5,2024,3,19,69500.0,84.9738,5,2020,25.7045745,2703.7988899602287,4,2024-03-19
송도더샵퍼스트파크F13-1BL,송도동,84.94,"95,500",2017,16,2024,3,9,95500.0,84.94,16,2017,25.69435,3716.7704183993756,7,2024-03-09
대동,선학동,84.06,"25,000",1992,7,2024,3,14,25000.0,84.06,7,1992,25.42815,983.1623613986861,32,2024-03-14
송도더샵센트럴시티,송도동,72.99,"70,500",2018,34,2024,3,26,70500.0,72.99,34,2018,22.079475,3193.010703379496,6,2024-03-26
용담마을,청학동,49.995,"21,000",1994,5,2024,3,9,21000.0,49.995,5,1994,15.1234875,1388.5686089270084,30,2024-03-09
럭키송도,옥련동,84.765,"28,100",1993,3,2024,3,25,28100.0,84.765,3,1993,25.641412499999998,1095.8834658582089,31,2024-03-25
힐스테이트레이크송도2차,송도동,84.97,"64,800",2020,3,2024,3,21,64800.0,84.97,3,2020,25.703425,2521.064799729997,4,2024-03-21
랜드마크시티센트럴더샵,송도동,84.9999,"67,000",2020,24,2024,3,22,67000.0,84.9999,24,2020,25.712469749999997,2605.7395750557957,4,2024-03-22
